,tweet,existence,existence.confidence
3468,"When I see a warning for ANOTHER 10-20"" of snow I wish girls still used 3 cans of AquaNet per day to speed up the global warming process",0,1.0
3469,RT @ClimateScam: Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,0,0.6592
3470,Another 20 in. of snow possible. Who Dat say there's global warming? http://bit.ly/baPDnN #tcot  #globalwarming,0,1.0
3472,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/cXYmem #tcot",1,0.6477
3473,RT @NASA: Our colleagues at NOAA have launched a special climate service to track climate change trends at Climate.gov,1,0.6371
3474,RT @txvoodoo: Dr Jeff Masters of @wunderground has a great blog about storms & global warming: http://is.gd/7YoX4,1,1.0
3475,Water at core of climate change impacts: experts http://bit.ly/9lFhiP ...,1,1.0
3476,@notlarrysabato and RFK Jr was tlkibg last yr about how global warming has made DC metro snowless.,1,0.6229
3478,"Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/ceX6Hi (via @treehugger + @NatalieLin)",1,0.6635
3479,Laughable. // NOAA: Blizzard Rearranges Climate Change Announcement    http://on.wsj.com/cZAaP0  via @tweetmeme,0,0.4751
3480,"I don't know about global warming, but I'm ready to sign-up on the Global Cooling bandwagon. #globalcooling #snowpocalypse 10-20",0,0.5134
3482,Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ,1,0.6699
3484,NOAA: Blizzard Rearranges Climate Change Announcement http://dlvr.it/1XLW,1,0.6572
3488,Global warming deniers need to STFU. Climate change causes an increase in GLOBAL (not necessarily local) temps & larger storms. And oh look!,1,1.0
3489,US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: New York Times (blog) The Obama administr... http://nyti.ms/ae6mk0,1,0.6434
3490,The great global warming alarmist meltdown continues: http://bit.ly/92VvOv #ipcc #tcot #climate,0,0.6742
3491,[...] and Reduce Greenhouse Gas Emissions  That Cause Global Warming Until Unemployment Drops Below Specified Level for Full Year,1,0.6528
3492,RT @Dofang Batman said it best on global warming: http://twitpic.com/11rlcm,1,0.6421
3493,Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ,1,1.0
3494,2 ft of snow on the ground and Obama administration has press conference to announce global warming tracker. Clueless. http://tr.im/Nn7P,0,1.0
3495,Here we go again. Thank G#d for global warming? Another big snowstorm forecast for U.S. East Coast. http://bit.ly/cseILR,0,0.6859999999999999
3496,"RT @DougBenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",1,1.0
3497,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/de9g7L",0,0.4739
3498,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/0ugJ",1,0.6544
3499,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/Y4pz",1,1.0
3500,"RT @senatus: Despite long odds, outside groups are continuing to push the Senate on a climate change bill - http://is.gd/7XYkr",1,0.6847
3501,UN Environment Programme head defends conclusions of landmark climate change report: http://is.gd/7WkIo (via @UN),1,0.6709
3502,RT @redostoneage Two physicists scientific paper debunking global warming & how it violates basic laws of physics http://bit.ly/amRmtg,0,1.0
3503,"Oceans reveal further impacts of climate change, says UAB expert http://bit.ly/OceanImpacts (via @EcoInteractive)",1,1.0
3504,Heading to Clarendon in global warming shirt. Will it get me laughs or get me shanked? We'll find out! #snowpocalypse,1,0.6566
3505,"And again I say: drop global warming, enviros. The issue is not PREDICTABLY rising temps but UNPREDICTABLE climate change. #snom!@#$g",0,0.6495
3506,"@raygrantdotcom You know, a theory of global warming effect is that North Atlantic actually cools as polar ice melts, cutting of Gulf Stream",1,0.6986
3507,"Due to the snow (aka, global warming), Starbucks near me ran out of coffee!! What?!?",1,0.6501
3508,"NOAA announces new climate change ""portal"" www.climate.gov and plans for a Climate Service to provide data http://www.noaa.gov/climate.html",1,0.6890000000000001
3509,Effort underway to suspend California's global-warming law: http://bit.ly/cf8sO1 #climatechange #capandtrade,0,0.3563
3510,@brytupper And we have another 10-20 inches of it on the way. We are running out of room to put our global warming!,0,0.7199
3511,Really more snow?! Damn global warming - the pandas! what about the pandas!,0,0.3464
3512,"RFK, Jr. 15 months ago: Global Warming means no snow or cold for DC http://tinyurl.com/yfeoz82 || Judge intentions, not results #manbearpig",0,0.6759
3513,"@freddoso - great piece - RFK, Jr. 15 months ago: Global warming means no snow or cold in DC  http://bit.ly/aeTiCg #tcot #teaparty #sgp",0,0.4947
3514,"Numb fingers limited my Tweetability after shoveling 27"" of global warming. DC forecast Tues: 10+ inches-Hell has indeed frozen over! #tcot",0,0.5103
3515,US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change - New York Times (blog).. http://bit.ly/cxHD7l #obama',1,0.6469
3516,"@syancyfox5  now its 14""-20 FML i sorry but I htink im going team Plain global warming does not exist",0,1.0
3517,@_Kaitie_  Team Paling GLOBAL WARMInG DOES NOT EXIST,0,0.6842
3518,"#Commerce @SecLocke on #WhiteHouse #Climate Service proposal: ""Whether we like it or not, climate change represents a real threat.""",1,1.0
3519,"NOAA has unveiled a clearinghouse of NOAA climate change info, products & svcs at www.climate.gov",1,0.6734
3520,@ewerickson FWIW the idea of a national climate service started under Bush and it has nothing to do with global warming.,1,0.3632
3521,RT @Earthscan: There are a few well-worn arguments that people who do not want to believe that climate change is a reality......,1,0.7273
3523,@washpost NOAA reorganization would provide more info on global warming: http://bit.ly/agqiIf #ocean #climate #acidification,1,0.7399
3524,@mlmoore2 I love how they act like they never said it either. They will remind us again in July about global warming.,0,1.0
3525,Time Warp! 15 months ago RFK Jr. said Global warming means no cold or snow in DC.  http://bit.ly/bfq8s8 Suck it Bobby.,0,0.6768
3526,Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,0,0.6527
3527,"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1,0.6752
3528,I hate when morons think that when we get snow it means there's no global warming. It is called CLIMATE CHANGE! Wake the F up!,1,1.0
3529,"RT @MISSMYA: ""Many believe global warming's from man made pollution, but planetary alignments hv a big influence on weather&all aspects of life on Earth""",1,1.0
3530,New Federal Climate Change Agency Forming: By RANDOLPH E. SCHMID AP Science Writer AP The Obama administration on ... http://bit.ly/aXswH4,1,0.6245
3532,RT @fredthompson UN Global Warming chair says skeptics can't tell asbestos from talcum pwdr. At least they can tell science from a snow job.,1,0.7008
3533,"@dcseth my ""side"" is science, & it's well-founded. Politics involved, but only b/c we have to deal w/ your climate change denying nonsense.",1,1.0
3534,"To clarify, here: I am an environmentalist. @dcseth is a climate change denier. You are witnessing an argument.",1,0.7436
3535,"@dcseth I'm sure you're a decent human, but if youre trying to make climate change political, hard for me to respect any of your opinions.",1,0.6621
3536,"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1,1.0
3537,"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1,1.0
3538,"Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1,0.5091
3539,@DavidCornDC Another DC snowstorm? Where's the global warming?,0,1.0
3540,Woot! RT @alexpriest: RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,1,1.0
3542,RT @bradplumer Tea-party gang now focused on scuttling California's global-warming law: http://bit.ly/dB1PYw,1,0.4762
3543,New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,1,1.0
3544,New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,1,0.6477
3545,@dcseth oh good god don't tell me you're a climate change denier too,1,1.0
3549,RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,1,0.6818
3551,Making Ripples: post-corporate adventures in Floyd County Virginia: Is this a preview of the climate change to come? http://j.mp/cTBnzw,1,0.682
3553,Business Section... NOAA reorganizes to provide more info on global warming: The Obama administration launched a n... http://bit.ly/9c2kEc,1,0.6697
3554,Lobbyists rush to block EPA action on #climate change http://bit.ly/d5lq3G,1,0.6843
3555,"With climate change, birds are taking off for migration sooner ...: Migrating birds can and do keep their travel d... http://bit.ly/90jgQn",1,1.0
3556,"Just in time for #snomg! RT @BreakingNews: Obama admin forms Climate Service, a new agency to study and report on global warming -AP #tcot",1,0.6779999999999999
3557,Green Police! RT @peterdaou: Department of Defense states that climate change is a national security threat http://bit.ly/cIN1aK,1,1.0
3559,"Disclosing the Real Risks on Climate Change by Paul Driessen, TownHall.com http://bit.ly/8YJBQ7",1,0.6823
3560,China Daily: The rich world will never accept the findings of #climate change till there is money to be made http://icio.us/bl2v3j,1,0.7042
3561,"Part of the problem with state/county ""Balanced Budget"" laws are storms like this. With Global Warming, emergencies like this will increase.",1,1.0
3562,"RFK, Jr., not too long ago: Global warming means no snow in D.C. http://bit.ly/4x6PvE #shovelready",1,0.6648
3564,Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius,1,0.7154
3566,"@bmorehousehoney that's why the science community has pushed so hard for the term ""Climate Change"" - warming is misleading...",1,1.0
3567,Report: open green tech and open business models for climate-change oriented technology transfer http://bit.ly/biHivG,1,1.0
3568,"@algore How is your global warming going there in your DC office? Hope you're nice and toasty...oh wait, #climategate is a scam. thnx #fail",0,1.0
3569,"@jmac82 Exactly, Justin. Just saw Fox 5 say we'll be getting up to 10 inches of global warming on Tuesday. Damn it!",0,0.7085
3570,Climate change is transforming the Arctic environment faster than expected (ENN.com) http://www.enn.com/ecosystems/article/40994,1,1.0
3571,"Okay, back to buz and no more complaining about snow...until Tuesday when another 6 inches comes.  Notice no talk of global warming lately?!",0,0.7062
3572,"Fighting Climate Change is a Business Model - As governments struggle to solve the climate change crisis, who's ste... http://ow.ly/16wGC9",1,1.0
3573,"@TraciKnoppe After 27"" on Saturday, we're supposed to get 10 more tomorrow into Wednesday. Must be global warming!",1,0.4588
3574,just saw someone post on FB that #snowpocalypse must be proof that global warming is a myth. calling him a moron probably isn't productive.,1,1.0
3576,@ScottJW Where is that global warming when we need it?,0,0.6752
3577,"Where Is Global Warming? by Rebecca Terrell, NewAmerican.com http://bit.ly/9RPSIZ",0,1.0
3578,The great global warming collapse http://tgam.ca/Hrh (via @globeandmail),0,1.0
3579,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC (Examiner): http://bit.ly/76Gtnu #tcot",1,0.6404
3580,"Global warming strikes DC! I present to u, my car:  http://tweetphoto.com/10721938",0,0.4653
3582,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0,1.0
3585,Naomi Klein on CSPAN: Climate change causing island extinction within 50 years.,1,1.0
3586,Restoration of Australian landscape enhances adaptability to climate change: http://bit.ly/9UUIi9,1,0.6988
3587,Climate change is transforming the Arctic environment faster than expected & accelerating the disappearance of sea ice: http://bit.ly/afeLtO,1,1.0
3591,"Mark Steyn: ""climate change is not only a scientific scandal but also a massive journalistic failure."" http://tinyurl.com/yzxap7c",0,1.0
3592,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: ' Robert F. Kennedy Jr., who flies around on p... http://bit.ly/bhvc1D",0,0.5172
3594,"RT @joshtpm global warming prolly real in New York, but big scam in DC",0,1.0
3595,RT @Hesperian: World People's Conference on Climate Change starts today in Bolivia! #cochabamba @boliviaun http://ow.ly/1AoQX,1,0.7092
3600,On my way to Italy  - if I can figure out how to get to Dulles. Battling the climate in the fight to end climate change!,1,1.0
3601,...The facts Are In: Global Warming Caused AIDS!... #reagan #pope #tcot #teaparty #gop #dem #palin #sgp #tlot #p2,0,0.6426
3602,new: Global Warming Incoherence http://strata-sphere.com/blog/index.php/archives/12671,0,0.6968
3604,"RT @s_dog: Oops. #snOMG  RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://j.mp/bZ68xB #agw",0,0.7115
3605,CFP for conference on #indigenous approaches to #environment & #climate change http://bit.ly/dja0A4,1,1.0
3606,RT @HitTheRoadCa: Join the Peoples Conference on Climate Change live at http://envivocmpcc.org.bo #ecomonday #cmpcc #wpccc #cochabamba,1,0.6856
3608,The great global warming collapse'... http://bit.ly/drrEIN,0,1.0
3610,"27"" of global warming fell at my home 8 miles south of Washington, DC.  Arms & hands so sore from shoveling ... Hurts to Tweet :-(",0,1.0
3611,Global warming lights a fire under beer prices: http://bit.ly/c6UVOu,1,0.6912
3612,"@petersays RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu",0,0.4752
3615,Pollster on rapidly collapsing public belief in man-made global warming:  'It is very unusual indeed t... http://bit.ly/bVM4zN #climategate,1,0.6971
3616,"RT @taffastrophe: It's really amazing how sore you feel after shoveling 28"" of global warming off of your sidewalk & driveway.  #AlGoreLied #snomg",0,0.6809
3617,RT @Qorianka World People's Conference on Climate Change and the Rights of Mother Earth: http://is.gd/bzHOa  #cochabamba,1,0.7183
3618,Invasive News: Invasive Species Thriving in Period of Climate Change - World Sentinel: Invasive Species Thriving i... http://bit.ly/dmimzF,1,1.0
3619,@lowkell lies? Who could seriouly believe in global warming after this?,0,1.0
3620,"Bwaahaa! ""GIVE THEM THE WEALTH!"" #PresidentPalin! #SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg",0,0.6679999999999999
3624,"SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg #teaparty #tcot #GOP @glennbeck #fox #sgp #ocra",0,0.4938
3625,New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F,1,0.7190000000000001
3626,New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F,1,1.0
3627,Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd,1,0.6352
3628,Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd,1,0.6609
3629,"The ONLY climate change that exists is Summer, Fall, Winter, & Spring.  #justsaying",0,1.0
3631,"I rated a YouTube video (5 out of 5 stars) -- SNOBAMA: DC's 2010 SNOW BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg?a",0,1.0
3632,"What's Hot: Seattle Takes on the Junk Mail Industry: When it comes to curbing climate change, some things are easi... http://bit.ly/buTsNb",1,1.0
3633,Inhofe family in DC as the blizzard hit - had a little fun at the expense of Al Gore and global warming.  http://bit.ly/aPnPlV #TCOT,0,0.6928
3634,RT @brandonlk: The great global warming collapse'... http://tinyurl.com/yf34stp #tcot,0,0.6769
3635,"@TxJogger12 LOL, yeah I really want some global warming now....must increase carbon footprint! :-)",0,0.6616
3636,@brandonlk I'm feeling global warming here as I'm sore from digging out over 2 feet of snow :-),0,1.0
3637,"@IsaacSalazar: Here's your climate change RT @mtapscott More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/cDJyLG",0,1.0
3638,"@TerriSueWho And EXACTLY why we say ""global warming schmorming!""",0,0.6706
3639,"RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",1,0.6634
3640,Global Warming Hysteria: Another False Claim Exposed in IPCC Report http://bit.ly/9xlMWu,0,1.0
3642,The power is out. This is fun. At least I have beer. Global warming=fail.,0,1.0
3643,Least favorite aspect of a snowstorm: encourages the rightwing nutcases inveighing global warming as a hoax.,1,0.6774
3644,"@justinlee76 Well, this type of storm is always fleeting in people's minds, but it certaintly doesn't help the climate change people.",0,1.0
3645,Rather amused at climate change deniers who wryly refer to snow as 'global warming' -- they're a bit closer to the mark than they think.,1,1.0
3646,"@justinlee76 Well, it sounds nicer thatn what we've got. D.C. is in the middle of our third snowiest winter ever. Damn global warming!",0,0.6809
3647,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0,0.6602
3649,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0,0.7132
3650,What's Hot: Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber:  You've probably heard about the... http://bit.ly/9Eiqz4,1,0.6462
3651,Digg up our question to Toyota COO to Put the Brakes on Climate Change! http://bit.ly/9jFhyk We can win this like we won @citizentube!,1,1.0
3652,"RT @DougHammett: Global warming at its best! DC nearly shut down, some areas got 44 inches!",0,0.6829999999999999
3654,"RT @dcexaminer: More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/TOWc",0,1.0
3655,#home OT - Can I reschedule my global warming pitch?: Just think if you finally got on the schedule to do a pitch ... http://bit.ly/daukSy,1,0.6455
3657,"More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/9fUavY",0,1.0
3658,"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/bClZes",0,1.0
3660,I can practically hear all of the #climate change deniers frothing at the mouth over this snowstorm. So sad they confuse weather & climate.,1,0.6377
3661,"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/a1rD",0,0.7333
3662,"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/EVtR",0,1.0
3663,"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/d2510L",0,1.0
3664,"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/4Z0n",0,1.0
3665,RT for those that didn't see it this morning @GBDave If you think global warming is a bad thing... http://tiny12.tv/YIE0Y,0,0.6301
3666,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,1,0.3638
3667,@JustPlainBill Global Warming is not the established reality. Credible news sources the world over are debunking it. Esp. in UK.,0,0.7064
3669,India abandons UN's Intergovernmental Panel on Climate Change (IPCC) as untrustworthy http://bit.ly/abMsJt,0,1.0
3670,"@twinelm Not at all.  If that were the case, I'd believe in the stimulus, global warming, and national health care. #idont",0,0.6914
3671,RT @proenergy: Oceans reveal further impacts of climate change http://bit.ly/9PlqYk,1,0.6746
3672,Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius,1,0.655
3674,a great article explaining reasons why people are not convinced by the IPCCs man-made global warming claims http://tinyurl.com/yf34stp,0,0.7191
3676,"RT @glbarry: Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",1,0.8185
3677,"Dear Global Warming, Having a frozen hell of a time, wish you were here. Love, The East Coast",0,0.7048
3678,RT @ivangosorio @Drudge_Report PAPER: The Great Global Warming Collapse: http://bit.ly/drrEIN #agw,0,0.6789
3679,Global warming is kinda blizzardy.,0,0.708
3680,Robert S. Eshelman: World People's Conference on Climate Change and the Rights of Mother Earth kicks off in Boliv... http://huff.to/cWnaC8,1,0.6038
3681,"RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",0,0.6408
3682,Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://tr.im/N5Tx,0,1.0
3684,Harsh Winter Caused by Climate Change: http://www.mnn.com/earth-matters/climate-change/stories/harsh-winter-caused-by-climate-change,1,1.0
3686,"[@climatebrad] At Behest Of King Coal And Big Ag, Ike Skelton And Collin Peterson Try To Outlaw Global Warming http://ow.ly/16vYfp",1,0.665
3688,"Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",1,0.5157
3689,If global warming gets any worse I am going to have to buy a snow blower,1,0.6565
3690,If you think global warming is a bad thing... http://tiny12.tv/YIE0Y,0,0.3524
3691,RT @dilemmie: Welcome to twitter @MaryTharin - my roommate and climate change blogger. follow her so she'll stop making fun of me.,0,0.6605
3692,Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://dlvr.it/1QqW,0,1.0
3693,Most snow we've had in years...if you believe in Global Warming...please check into an institution because you've been brain washed,0,1.0
3694,Climate Change and Invasive Species http://bit.ly/dbH9lu via #climatechange #wildlife #invasive,1,1.0
3695,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0,1.0
3696,"Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",1,0.6527
3697,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0,0.7323
3698,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0,1.0
3699,RT @climatedebate: BYU scientists refute Utah committee's global warming assertations:  http://bit.ly/b4TVtx,0,0.6575
3700,This #snowpocalypse reminds me we need to redouble our efforts to fight anthropogenic global warming.,1,0.6574
3701,Knee-Jerk No Fly Ban Discredits Global Warming Alarmists: With European governments coming under increa... http://bit.ly/duBji9 (FTSN News),0,0.3614
3702,RT @GoodClimateJM: Part 1 of a three part series about the challenges of communicating climate change. http://jm.ly/fh5UVC,1,1.0
3704,RT @climatedebate: The great global warming collapse:  http://bit.ly/9vQ30k,0,1.0
3705,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0,0.6739
3706,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0,0.6528
3707,Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0,1.0
3708,"@tatiposada Just shoveled for over an hour. Oy. According to Maddow, cold weather and snow is proof of global warming...",0,0.5261
3709,4-5 foot snow drifts in VA. Good job Global Warming. YOUR FIRED!,0,0.6413
3710,The Great Global Warming Collapse http://bit.ly/9VeLfD,0,1.0
3711,Trying to get motivated to scoop more than a foot of global warming off my Loooooooooooooooooooooong driveway.,0,0.6407
3714,"hahaha RT @AlGoresBrain Washington DC Raw Temp- 30/Heavy Snow, Adjusted for Global Warming- 76 Sunny.",0,1.0
3715,RT @NathanWurtzel: I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.,0,1.0
3716,I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.,0,0.6572
3717,The Global Warming Guerrillas http://bit.ly/91xRVP,1,0.6555
3719,@mikekruger not saying that climate change isn't possible but man-made is. look at unaltered models. C02 levels higher in ice age,1,0.4701
3720,OMG Bill O'Reilly this is not fucking up for debate climate change is real and it's manmade aslkdgldkhag;odskjhyagpo #climatechange,1,1.0
3721,"@AdrienneRoyer - ok, but climate change models say stronger storms. We have stronger storms now. So model is wrong?",0,0.629
3722,@mikekruger sigh. not really. earth's magnetic field and solar activity aren't factored into climate change models #mydadisascienceprofessor,0,0.6801
3724,@AdrienneRoyer - Huh? Stronger storms are consistent with climate change models.,0,0.3483
3725,@mikekruger those are taxes I don't mind paying. it's the taxes funding climate change research that bother me. that's been really useful,0,1.0
3726,I hate winter.  I'm a big fan of global warming. #thatsright,1,1.0
3727,@argylestyle I'm prepared to get on a plane & punch my first FB friend who points to this storm as evidence of global warming being a hoax.,1,0.6895
3729,@MargaretKinney oddball winter weather has been linked to global warming. Check out the story on the @NWF *****homepage: http://www.nwf.org,1,1.0
3730,The Overwhelming Evidence of Global Warming falling from the sky in DC!--&gt; (#teaparty #tcot #Beck #GOP #Obama  live at...,0,1.0
3732,Check out a report from The Overwhelming Evidence of Global Warming in DC! (#teaparty #tcot #Beck #GOP #Obama  live at http://ustre.am/6nIp),1,1.0
3733,tell Al Gore i don't like this global warming! RT @RepublicanCat @imkhris Get the boots out :) monday another storm is behind this bad boy,0,0.6895
3734,"Someone let them know that global warming does not connote higher physical temperatures, please.",1,1.0
3735,"Virginia GOP releases inane video contending that, because of a single snowstorm, global warming must be a farce: http://bit.ly/9xAiH4",0,0.4911
3736,How come I don't hear the usual suspects today claiming that global warming causes blizzards? #snOMG,0,1.0
3737,Invasive News: Invasive Species Thriving in Period of Climate Change - India Business Blog (blog): Invasive Specie... http://bit.ly/aNGpE2,1,0.6539
3738,New blog post: 12 Inches of Global Warming (Video) http://bit.ly/bAEaJd #tcot,1,0.6771
3739,The GOP really cannot grasp that snow in one state doesn't refute global climate change. Idiots: http://ow.ly/14oBf,1,1.0
3740,Concisely put. RT @lauraolin:A link to send all the idiots who think this year's storms mean global warming is a farce: http://bit.ly/6ocFSK,1,0.6796
3741,"#HouseGOP Wow. There is serious ""overwhelming evidence of global warming"" falling from the sky in DC right now! Up to 30"" of it=RECORD #tcot",1,0.6833
3742,"Well, of course! RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist",0,0.6655
3743,"#ANTISCIENCE #GOP #FAIL RT @climatebrad: Seriously, ""12 inches of global warming?"" This is killer stupid. http://bit.ly/cWGVaD #climate",1,0.7105
3744,"@JulieJoyce I studied earth science as an undergrad & grad student, this is proven science fact, not open to debate like global ""warming""",0,1.0
3745,RT @alexlundry: Tempted to unfollow anyone that conflates #snOMG with global warming skepticism.,1,1.0
3746,Blizzard in DC called snowpocalypse. Verizon guy told me 30 inches coming out where I live. Huh? Deep fodder for #climate change denialists?,0,0.6568
3747,Invasive News: Invasive Species Thriving in Period of Climate Change - Einnews Portugal: India TalkiesInvasive Spe... http://bit.ly/a3zJSd,1,0.7053
3748,Just attended an excellent EDF Board meeting http://bit.ly/61N0U Great eco policy shop. Present challenges on global warming front.,1,1.0
3749,It's settled: Global warming science is sloppy http://goo.gl/fb/Fxxk,0,0.6891
3750,It's settled: Global warming science is sloppy http://goo.gl/fb/J0ED,0,0.6902
3751,"It's settled: Global warming science is sloppy: From the Dutch News: According to the last IPCC report, published ... http://bit.ly/aUhPiR",0,1.0
3752,"What's New: Forests Are Growing Faster, Climate Change Appears To Driving Accelerated Growth (Feb 1, 2010) http://bit.ly/9XHCRB",1,1.0
3753,Boy. Global warming is one slick buster.,0,0.6597
3754,Videos:  How we know humans are changing the climate and climate change is a clear and present danger http://bit.ly/biQnl0,1,1.0
3755,http://bit.ly/fG3j Farm costs headed up says study of climate-change legislation ... http://bit.ly/bCwVk3,1,0.6323
3756,"CBS: Global Warming Science Sound, ClimateGate Just a PR Problem http://ow.ly/16vzpO",1,0.6917
3757,RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,0,1.0
3758,RT @drgrist: Utah nat. resources committee passes resolution denying the existence of climate change: http://is.gd/7M50p Utah: Still crazy!,0,0.6672
3759,RT @keder    RT @DaggettBeaver: Washington DC is going to have to shovel up to 2 feet of global warming. #tcot #p2,1,0.4454
3760,"*waiting for Drudge to juxtapose a story about #Snowmageddon with one about climate change, with a corny joke/caption* only a matter of time",1,0.6585
3764,RT @DaggettBeaver: Washington DC is going to have to shovel up to 2 feet of global warming. #tcot #p2,1,0.6533
3765,Rich Galen: Is global warming another DC snow job? (Blizzard?) http://blogs.chron.com/txpotomac/2010/02/rich_galen_is_global_warming_a.html,0,1.0
3766,[@ClimateProgress] Energy and Global Warming News for February 5: How activists took on oil companies; Calif. regul... http://ow.ly/16vxYn,1,0.8123
3767,Now Tibet takes a hit with global warming as temperatures reach a record high! #green http://icio.us/of2mts,1,1.0
3768,"CBS: Global Warming Science Sound, ClimateGate Just a PR Problem http://ow.ly/14jVj #tcot #iamthemob",1,0.6882
3769,Shorter Virginia GOP: It's snowing so global warming is bunk. http://bit.ly/av5d94,0,0.6607
